text,hashtags,duration,date,url,commentsCount,title,numberOfSubscribers,viewCount,channelName,likes
"#ad #marksandspencer #mymands
Hi Everyone, Here's the latest Marks And Spencer try on haul for you. I've chosen some great winter daytime looks and some evening wear ideas.
Are you planning a special evening or a party for the Christmas season? Do you go all out and dressed up to the nines or do you prefer a classic look, that's slightly elevated?
Please give a thumbs up ladies! xx

What I'm Wearing
White Shirt -- Size 10 https://tidd.ly/4fYKrTA 
Cord High-Waisted Jeggings Size 10 Short - https://tidd.ly/481nYCQ S
Air-Yarn Crew Neck Tipped Detail Knitted Vest  Size 10 - https://tidd.ly/3V6MFIw 
Brown Suede Ankle Boots ( Similar ) https://tidd.ly/4eIULy1
Pearl Earrings - ( Similar ) https://c.klarna.com/al/BJwZ/
Annie Haak Bracelets - https://bit.ly/3zab1tn & https://bit.ly/3TvK9uH
Monica Stacking Rings - https://c.klarna.com/al/B8cN/  &  https://c.klarna.com/al/8u2j/

Accessories
Black Sparkle Grab Bag - https://tidd.ly/3CDlGxS
Black Sparkle Stiletto Heel Pointed Court Shoes - https://tidd.ly/3V28Z5Z

Mentioned 
Velvet Round Neck Blouse - https://tidd.ly/4147wjA
Sequin V-Neck Blouse - https://tidd.ly/3Z3FaDl

Look One
Tweed Tailored Houndstooth Blazer with Wool Size 10  - https://tidd.ly/4i6LuCG  
High Waisted Crease Front Slim Flare Jeans Size 8 Short - https://tidd.ly/3OrS3SZ
Navy Boots - vivaia.sjv.io/qz4mQ5
Navy Bag - ( Similar)  https://tidd.ly/3V5HKHX

Look Two
High Waisted Crease Front Slim Flare Jeans Size 8 Short - https://tidd.ly/3OrS3SZ
Navy Slash Neck T-Shirt Size 10 - https://tidd.ly/412jLgH

Look Three
Fair Isle Crew Neck Relaxed Fit Jumper Size  Small - https://tidd.ly/4fYQOX0
Black Lily Slim Fit Jeans Size 10 Reg Length - https://tidd.ly/3vm4U3f
Black Belt ( Similar ) https://tidd.ly/3V84nv8
Black Tote bag ( Similar ) https://tidd.ly/3CSAzMQ
Patent Leather Chelsea Block Heel Boots - https://tidd.ly/4g0Tq6T

Look Four
Velvet Round Neck Midaxi Column Dress Size 10 Petite - https://tidd.ly/3Zn0o0s
Black Boots - https://bit.ly/47fBEZ4
Black Sparkle Grab Bag - https://tidd.ly/3CDlGxS

Look Five
Cotton Rich Embellished Crew Neck Vest Top Size 10 - https://tidd.ly/498hXEJ
Also Available In Black - https://tidd.ly/498hXEJ
Cream Trousers - ( Similar ) https://tidd.ly/499p2VO
Cream Blazer - (similar ) https://tidd.ly/4g0Houa
Nude Block Heels - https://tidd.ly/4g5TWR9

Look Six 
With High Waisted Crease Front Slim Flare Jeans Size 8 Short - https://tidd.ly/3OrS3SZ

Look Seven
Cotton Rich Sparkly Asymmetric Neck Top Size 10 - https://tidd.ly/3Va4O8p
Black Lily Slim Fit Jeans Size 10 Reg Length - https://tidd.ly/3vm4U3f
Black Sparkle Grab Bag - https://tidd.ly/3CDlGxS
Black Belt ( Similar ) https://tidd.ly/3V84nv8
Patent Leather Chelsea Block Heel Boots - https://tidd.ly/4g0Tq6T

Look Eight
Heatgen™ Thermal Polo Body Size 12 - https://tidd.ly/495TdwN
Black Lily Slim Fit Jeans Size 10 Reg Length - https://tidd.ly/3vm4U3f
Black Belt ( Similar ) https://tidd.ly/3V84nv8
Patent Leather Chelsea Block Heel Boots - https://tidd.ly/4g0Tq6T

Look Nine
Cotton Blend Midi A-Line Skirt Size 8 -  https://tidd.ly/4i7tQPi
Out of stock but it will come back
Pure Merino Wool Roll Neck Jumper in Cappuccino Size 10 - https://tidd.ly/3Zkr95A
Brown Boots - ( Similar ) https://tidd.ly/3CGxVd7
Brown Belt - https://tidd.ly/3Z8KuFA
Tweed Tailored Houndstooth Blazer with Wool Size 10  - https://tidd.ly/4i6LuCG
Or Cream Blazer - (similar ) https://tidd.ly/4g0Houa

Look Ten
Pure Merino Wool Roll Neck Jumper Ivory Size 10 - https://tidd.ly/3Zkr95A
Crepe A-Line Midaxi Skirt Size 10 - https://tidd.ly/3BbpANZ
Taupe Boots - https://tidd.ly/3Vwe3jF
Bag - https://bit.ly/4igmfOG

Look Eleven
Lurex Round Neck Midaxi Column Dress Size 8 - https://tidd.ly/415pq5s
Black Sparkle Grab Bag - https://tidd.ly/3CDlGxS
Black Sparkle Stiletto Heel Pointed Court Shoes - https://tidd.ly/3V28Z5Z","#marksandspencer, #ad",00:34:47,2024-11-26T17:12:31.000Z,https://www.youtube.com/watch?v=P27KXkqchrQ,125,Marks And Spencer try on haul - Winter style guide plus party wear,7920,15390,Vanity And Me,723
,,00:00:15,2023-12-08T13:06:53.000Z,https://www.youtube.com/watch?v=Rnc2IXUEABY,1,M&S | Winter Collection 2023,4110,287948,Marks & Spencer Middle East,2
"MARKS AND SPENCER HAUL & TRY ON | OVER 50s PLUS SIZE
#clothinghaul #plussizefashion #over50fashion #marksandspencer #teddyblake

Find Your Perfect Bag!
Shop it Here: https://bit.ly/TeddyBlake_Elayne 
Use Code TBElayne30 for an Extra $30 Off!

Follow Teddy Blake on Social Media:
  / teddy_blake  
  / teddyblakeny  
  / teddyblake  

Where  Else To Find Me - 
For business enquiries and collaborations email - silvermoonlightuk@gmail.com
Instagram //   / silvermoonlight_uk   

Music: https://www.epidemicsound.com (paid subscription)
Teddy Blake: paid promotion and affiliate link, as a customer you do not pay any more for your item, but I may receive a small commission if you use my link","#teddyblake, #plussizefashion, #over50fashion",00:29:22,2025-05-14T17:00:57.000Z,https://www.youtube.com/watch?v=nPYOdPjab_8,56,**MARKS AND SPENCER** HAUL & TRY ON | OVER 50s PLUS SIZE,7870,4090,Silvermoonlight,372
"BIG DAY ON THE FARM! They’re Off to M&S 
Today’s video is a milestone in our farming journey — we're sending off a group of 36 cows to Marks & Spencer! From the early morning prep to the final send-off, come behind the scenes and see the care, hard work, and emotion that goes into this huge step.

I’ll show you how we get the cows ready, what the process looks like, and talk about what it means to supply such a respected UK retailer. It’s a proud and bittersweet moment — and one you won’t want to miss.

But that’s not all…
⭐️ Curly Fries the cow gets a major upgrade — he’s moving into a spacious new shed where he can finally roam freely inside and outside! Watching him explore his new home is honestly the cutest moment of the week.

 Don’t forget to like, comment, and subscribe to follow the real stories of life on a family farm in Norfolk!

Follow my socials for life updates xx
  / sallywallerx  
  / sallywallerx  

#FarmingWithSally #FarmToTable #MarksAndSpencer #BritishFarming #CattleFarming #FamilyFarm #FarmLifeUK #BehindTheScenes #MSEnglishBeef",,00:16:28,2025-05-02T16:14:34.000Z,https://www.youtube.com/watch?v=Qv_VH7Quxng,2,From Our Farm to M&S | We're Sending Our Best Cattle to Marks & Spencer,217,168,Farming with Sally,9
"MARKS AND SPENCER HAUL | M&S Clothing Try on Haul Autumn 2024

 We are back with a Marks and Spencer's clothing haul, which is quickly becoming a favourite for this channel. M&S clothing is completely underrated and I cant wait to show you what I picked up.

affiliate links below:
bag:
https://tidd.ly/4cDX7NP

white shirt:
https://tidd.ly/4dKIqd1

green/brown jumper:
sold out but similar here https://tidd.ly/3yVTmW2

green cardigan:
https://tidd.ly/3ySdRmB

Cream cardigan w/ gold buttons:
https://tidd.ly/4cHSodJ

Ribbed Cardigan:
https://tidd.ly/3YWrPyp
Thicker version: https://tidd.ly/3ADOc1j

Tshirt:
https://tidd.ly/3ADOtRT

Long sleeve tshirt:
https://tidd.ly/4e0ziR4

other items:

Trench coat:
https://tidd.ly/3XCwmWf

Tan Ted baker bag (similar options):
https://shopstyle.it/l/ccndD
https://shopstyle.it/l/ccndf

Black and white shoes:
https://temu.to/m/e9k45x5c8a5

Beige and navy stripe bag:
https://temu.to/m/e9o2qc6imnl



Emily xx
instagram: @projectmumx

projectmumyt@gmail.com",,00:19:31,2024-08-28T16:00:53.000Z,https://www.youtube.com/watch?v=uSJusXZ_VuY,39,MARKS AND SPENCER HAUL | M&S Clothing Try on Haul Autumn 2024,12400,20552,Project Mum,569
"(AD) MARKS AND SPENCER HAUL | M&S Clothing Try on Haul Winter and Partywear 2024

 We are back with a Marks and Spencer's clothing haul, which is quickly becoming a favourite for this channel. M&S clothing is completely underrated and I cant wait to show you what I picked up for this Christmas and winter season

affiliate links below:

Pearl skirt:
https://tidd.ly/3ZhMfkY

Brown Coat:
https://tidd.ly/4eDV3q4

Cream Sequin Midi Skirt:
https://tidd.ly/3OkJLvW

Cream Jumper:
https://tidd.ly/3V00Zm6

Black Bow Heels:
https://tidd.ly/4hZF6gM

Pearl bag:
https://tidd.ly/4fykbzR

Red Stiletto:
https://tidd.ly/3Zr10Ct

Red Sequin Skirt:
https://tidd.ly/4fUumhD

Other items in video:

Black boots (similar) 
https://tidd.ly/3XBCWKM


Emily xx
instagram: @projectmumx

projectmumyt@gmail.com",,00:20:21,2024-11-25T17:00:23.000Z,https://www.youtube.com/watch?v=VA8RS4W01mM,38,(AD) MARKS AND SPENCER HAUL | M&S Clothing Try on Haul Winter and Partywear 2024,12400,8416,Project Mum,367
"Join Me for a Chat and a Peek at Some New Styles from Marks & Spencer!
In today’s video, I’m trying on some new clothes from Marks & Spencer and having a fun chat about the latest styles. I’ll also share what I’ve learned about 'carrot legs' – turns out, I had no idea what they were until now!

I’m 67 years old, wear a size 16/18, and love shopping at Marks & Spencer for stylish yet comfortable clothing. If you're around my age or size, I hope my try-on session gives you some outfit inspiration!

Links for everything I tried is below:

** Carrot Leg Trousers:
https://c.klarna.com/al/BuvM/

** White Tee Shirt:
https://c.klarna.com/al/BuvT/

** Black Leather Belt with Hammered Metal Buckle:
https://c.klarna.com/al/BuvU/

** Black Chinos:
https://c.klarna.com/al/BuvX/

** Black White Animal Print Jumper:
https://c.klarna.com/al/BuvZ/

** Grey Jumper:
https://c.klarna.com/al/Buva/

** Ecru Striped Dress:
https://c.klarna.com/al/Buvc/

*****************************

My Canvas Bag:
https://shop.helenmaryjo.com/products...

Instagram:  helenmaryjohello
Website:  helenmaryjo.com
Cameo:  https://v.cameo.com/e/wkPdCAzr2Hb

Jewellery: **  https://www.mounir.co.uk/collections/...
HMJ10 gives you 10% discount 

#haulinmyhall #helenmaryjo  #size18 #fashion #over65 #fun #mounirjewellery


** affiliate link","#fashion, #fun, #size18",00:25:25,2025-01-22T18:00:08.000Z,https://www.youtube.com/watch?v=8aa2iJAaV1I,422,Exploring the New Season at Marks & Spencer - Haul  in my Hall and Try-On!,24000,23102,HelenMaryJo,1700
"Marks and Spencer Clothing Section Walking Tour [4K] May 2024

#marksandspencer #MnS #Shopping","#MnS, #marksandspencer, #Shopping",00:16:21,2024-05-16T00:39:27.000Z,https://www.youtube.com/watch?v=XkOlvrqOwNo,2,Marks and Spencer Clothing Section Walking Tour [4K] May 2024,534,2387,Landmark Walks,29
"Marks and Spencer  collection for women's is now out on my YouTube channel. Extravagant collection this time. Time to grab some. Hope you all like the walkthrough with me.
**************************************
#marksandspencer #womenscollection  #marksandspencerhaul 
 #shopvlogs  #womensfashions  #newcollection #fallcollection #marksandspencerhaul #marksandspencerclothing

M&S New Collection - Marks and Spencer New Arrivals - March  2025.


#marksandspencer


#clothinghaul


#marksandspencer #fashiontrends
#clothinghaul #womensfashion 


Step into the latest trends with our M&S
New Collection - March  2025 video,
where we explore the chic new arrivals
from Marks and Spencer for this season!
This collection perfectly captures the
essence of cozy sophistication,
timeless staples and seasonal favorites
designed to elevate your wardrobe.
From luxurinus knite and stulich coats 

Marks and Spencer is known for its
quality, and this collection lives up to its
reputation, combining fashion-forward
designs with reliable durability. If you're
shopping for wardrobe refreshes or
hunting for winter essentials, don't
miss our in-depth look at these new
arrivals, Like -the video if you're excited
about the collection, subscribe for more
updates on M&S trends, and comment
with your favorite pieces! Ready to take
on the season with elegance and ease?
Let's dive into M&S's March  2025 
collection together!



M&S New Collection - Marks and
Spencer New Arrivals - March 
2025.",,00:11:00,2025-03-17T09:20:00.000Z,https://www.youtube.com/watch?v=Ha0LW9v0kRc,14,M&S New Collection - Marks & Spencer New Arrivals - March 2025.,7030,3110,Cook with Had's,67
"Like subscribe and share 
And also 
Appreciate my hardwork 
Thank you all
.FOLLOW FOR MORE 
INSideuk
.
.uk
#INSideuk

#modestfashion #haul #streetstyle #fashion #trending #fashiontrends #ootd #style #zara #fashionaddict #primark #primarknewcollection 
#marks&spencer
#marksandspencernewcollection
#m&s
#m&ssummercollection
#marks&spencerjauwellerycollectionuk
#hauluk
#nikeuksale
#adidas 
#adidasuksale
#sportsdirect 
#sportsdirectuksale
#modestfashionuk
#poundlanduksale
#meadowhalluksale
#marks&spenceruksalenew
Mark’s and Spencer summer collection sale uk 
#H&Muksale
Nike
Adidas 
Marks and Spencer 
Meadowhall 
Poundland 
Sports direct 
Primark

#HomeInspiration
#HomeMakeover
#HomeTour
#DIYHome
#DecoratingIdeas
#DesignInspiration
#HomeStyling
#InteriorInspo
#RoomMakeover
#Renovation
#DecorTips
#HouseTour
#DesignGoals
#HomeOrganization
#HomeRenovation
#HomeDesignIdeas
#InteriorDecorating
#HomeImprovement
#zara 
#modestfashion 
#FashionGoals #brand #clothing #clothingbrand #decoratingideas 
#trending #modestfashion #ootd #streetstyle #style #bags 
#modestfashion #newfashion #brand #&otherstories #style #styleideas #modestfashion #modestwear #halal #trending #fashionblogger #zaracollection #zaramen #zarahaul #zara #levis #levisdpunks #levisquad #levis501 #hmhaul #hmmenscollection #hmfashion#clarks #shoesaddicted
.
.
.
.
.
.
.
.
#MARKS & SPENCER UK New Arrival 
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
Music: Vercetti
Musician: jiglr","#INSideuk, #modestfashion, #haul",00:11:36,2025-05-27T08:12:46.000Z,https://www.youtube.com/watch?v=uChL9a-R4Yo,0,M & S summer collection Shoes + dresses || MARKS AND SPENCER UK,1220,463,INSideUK,9
,,00:09:50,2025-04-26T15:33:59.000Z,https://www.youtube.com/watch?v=9BwOfR07Jvo,0,MARKS&SPENCER HIGH HEELS| APRIL 2025| Gazingpearl Life #gazingpearllife #marksandspencer #haul #shoe,4410,448,GazingPearl Life,2
"Like subscribe and share 
And also 
Appreciate my hardwork 
Thank you all
.FOLLOW FOR MORE 
INSideuk
.
.uk
.
#modestfashion #haul #streetstyle #fashion #trending #fashiontrends #ootd #style #zara #fashionaddict #primark #primarknewcollection 
#marks&spencer
#marksandspencernewcollection
#m&s
#m&ssummercollection
#marks&spencerjauwellerycollectionuk
#hauluk
#nikeuksale
#adidas 
#adidasuksale
#sportsdirect 
#sportsdirectuksale
#modestfashionuk
#poundlanduksale
#meadowhalluksale
#marks&spenceruksalenew
Mark’s and Spencer summer collection sale uk 
#H&Muksale
Nike
Adidas 
Marks and Spencer 
Meadowhall 
Poundland 
Sports direct 
Primark

#HomeInspiration
#HomeMakeover
#HomeTour
#DIYHome
#DecoratingIdeas
#DesignInspiration
#HomeStyling
#InteriorInspo
#RoomMakeover
#Renovation
#DecorTips
#HouseTour
#DesignGoals
#HomeOrganization
#HomeRenovation
#HomeDesignIdeas
#InteriorDecorating
#HomeImprovement
#zara 
#modestfashion 
#FashionGoals #brand #clothing #clothingbrand #decoratingideas 
#trending #modestfashion #ootd #streetstyle #style #bags 
#modestfashion #newfashion #brand #&otherstories #style #styleideas #modestfashion #modestwear #halal #trending #fashionblogger #zaracollection #zaramen #zarahaul #zara #levis #levisdpunks #levisquad #levis501 #hmhaul #hmmenscollection #hmfashion#clarks #shoesaddicted
.
.
.
.
.
.
.
.
#MARKS & SPENCER UK
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
Music: Vercetti
Musician: jiglr",,00:13:12,2025-05-27T08:22:05.000Z,https://www.youtube.com/watch?v=NFwCgj7_-p8,0,Marks and Spencer SUMMER LONG DRESSES UK May 2025 #INSideuk,1220,363,INSideUK,8
"not me I think 
pay rise in
love you too 
John is a roleplaym 
M and s are going 
also where you have been in bed for years 
love this photo of him too irl to get to get it done in here too",,00:00:05,2025-05-24T08:23:53.000Z,https://www.youtube.com/watch?v=loUv285dXJg,0,Neifex evil ramping socerer,7,12,the classic event Hoffman is the trophy plan on pp,0
"Come shop with me at Marshalls in May 2025! Discover the latest finds including new Juicy Couture strawberry purses and duffle bags, designer shoes, and fresh arrivals in Betsey Johnson jewelry. Check out the newest Sand + Fog perfumes and pjs plus a wide selection of kids’ and women’s clothing just in for spring. Don’t miss all the exciting new designer deals and home fragrance favorites in this must-see shopping vlog!
#marshallshaul #marshalls #shoppingvlog #shopwithme #designerhandbags #shaniceshoppingsaga #juicycouturepurse

Everywhere to find me on the web

Facebook 
Shaniceshoppingsaga1

https://www.facebook.com/share/1E7W73...

Instagram 
Shanice Shopping Saga

https://www.instagram.com/shanice_sho...

Lemon 8
Shanice Shopping Saga

https://v.lemon8-app.com/s/OgjckjRMSp

Pintrest 
Shanice Shopping Saga

https://pin.it/2yatGb8Q5

YouTube
Shanice Shopping Saga

   / @shaniceshoppingsaga  

Tik Tok

Shanice Finds 

https://www.tiktok.com/@shanicefinds?...

Linktree 

https://linktr.ee/shaniceshoppingsaga",,00:16:14,2025-05-29T00:36:32.000Z,https://www.youtube.com/watch?v=c2pvrL9BTfo,9,Marshalls Pretty Finds New Arrivals Purses Shoes Appliances Furniture  & Much More!!! Shopping Vlog,30700,955,Shanice Shopping Saga,61
"is it time for a new camera? Has the tech peaked? Nikon Sony battle it out! 
Join our Channel to support and exclusives! 
Buy us a Coffee! - https://buymeacoffee.com/russandloz 
To see our photos - Flickr https://flic.kr/g/3gahtT",,00:08:51,2025-05-26T15:19:19.000Z,https://www.youtube.com/watch?v=etKdRSgkHaQ,174,Time for a New Brand of Camera ?,6030,3274,Russ & Loz Productions,166
"#marksandspencer #christmas2024
#christmasdecor #christmasshopping 


Cet ready for a festive shopping
experience with the Marks & Spencer
Christmas 2024 Collection! In this video,
we'll explore the latest holiday arrivals
at M&S, showcasing the must-have
Christmas decor, gifting essentials, and
stylish festive out frts that make this
season truly magical, From cozy home
accents and elegant table settings to
luxurious gift hampers and stocking
stuffers, Marks & Spencer has crafted
an exclusive lineup that brings elegance
and cheer to every celebration, Whether
you're shopping for family, friends, or
even yourself, this collection offers
high-quality, beautifully designed
products that are perfect for creating a
warm and joyful holiday atmosphere.",,00:11:29,2024-12-16T09:30:24.000Z,https://www.youtube.com/watch?v=rGOCgTosOKk,22,MARKS & SPENCER CHRISTMAS  COLLECTION || DECEMBER 2024 || COME SHOP WITH ME.,7030,1389,Cook with Had's,63
"My new Book is out -  Kirsty’s IKEA Hacker’s DIY Handbook  is OUT NOW on Amazon https://amzn.eu/d/3x3pKW1

My No.1 Christmas item for 2024
Garland: ( I use two of these on my mantle + a cedar underneath) 
https://temu.to/k/ef1xiohikqw
Cedar: https://temu.to/k/e6pggw0462gMy 

Established in 1884, M&S remains an iconic British store that never disappoints with its Christmas collections. My recent visit to M&S was an absolute delight, and I can't wait for you to see all the stunning pieces I discovered. I even snagged some beautiful baubles! I'd love to hear your thoughts—what do you think of this festive treasure trove?

Are you impressed by this collection? Did you spot my typo on the video ? HAD 

Do you make an annual trip to M&S for your Christmas candles like me? Let me know!

Check out my new Patreon account - more exclusive content - https://patreon.com/kirstygriffiths?u... 

Some of my best finds:

Red car candle: https://tidd.ly/4811TnG
Sausage dog: https://tidd.ly/3BGcbxs
Light up tree scene: https://tidd.ly/4dGOkLl
Red Robin https://tidd.ly/4dFG3HK
Light up candle: https://tidd.ly/4eJffrh
Limited edition light-up candle: https://tidd.ly/4gX7nE9
London bulbs set: https://tidd.ly/3A5dzct
2024 Bear : https://tidd.ly/3BIHeZK
Fluffy Owl: https://tidd.ly/3zR8WCU

Check out my other Christmas Reviews:

Harrods:    • Harrods Christmas Department 2024 Review -...  
Home Bargains:    • You Won't Believe What Dupes I Found - WOW...  
IKEA:    • IKEA Christmas 2024 Collection is WOW! MY ...  
Dunelm:    • PHWOAR ! Dunelm 2024 Christmas decorations...  
B&M:    •  B&M Christmas 2024 Decorations Review - ...  
The Range:    • The Range Has Turned Into A UK HOBBY LOBBY...  
M&S:    • Marks & Spencer WILD 2024 Christmas Collec...  
HOMEBASE:    • Homebase Christmas Decorations 2024 Full ...  
John Lewis:    • WOW! John Lewis 2024 Christmas Collection ...  
Primark:    • PRIMARK 2024 Christmas Collection Review -  

Don't forget to subscribe and follow me on Instagram.

Follow my Instagram here -   / griffiths_kirsty  

And make sure you subscribe to my channel!

For all my design planners - https://kirstygriffiths.shop/products...

Check out my other videos:

PAX Hallway Pax Hack -    • IKEA PAX Wardrobe Hall Storage Cupboard - ...  

Here is my original PAX wardrobe guide -    • IKEA PAX Hack. My DIY Step-by-step wardrob...  

Billy Bookcase HACK -    • Ikea Billy Bookcase Hack (Cost Me £197) - ...  

IKEA BILLY Secret Bar Hack -    • IKEA BILLY & LOMMARP ✨ HIDDEN ✨Home PULLOU...  

Harry Potter Ceiling:    • Harry Potter ENCHANTED Ceiling - My Easy G...  


DISCLAIMER: Links included in this description might be affiliate links. If you purchase a product or service with the links that I provide I may receive a small commission. There is no additional charge to you! Thank you for supporting my channel so I can continue to provide you with free content each week!

Music is royalty-free from - https://share.epidemicsound.com/n5nh7w",,00:13:56,2024-10-10T17:33:00.000Z,https://www.youtube.com/watch?v=1aAoGMt3-88,71,Marks & Spencer WILD 2024 Christmas Collection Review M&S,46800,62612,Kirsty Griffiths,943
